,Open,High,Low,Close,Volume,Unix Time
158,3955432,3997157,3953213,3989472,123.3373,1610028000000
159,3990462,4044209,3953268,4044209,174.4889,1610031600000
160,4044561,4104997,4011385,4032573,233.6290,1610035200000
161,4044979,4124776,4032572,4120664,96.3837,1610038800000
162,4120664,4181950,3800000,4035905,587.7628,1610042400000
163,4035917,4075663,3900000,4061553,183.4105,1610046000000
164,4061553,4070000,3990451,4064200,62.6866,1610049600000
165,4065024,4150000,4064333,4129432,96.7475,1610053200000
166,4132898,4157000,4076005,4128000,90.1127,1610056800000
167,4127999,4128000,4018765,4100000,152.9792,1610060400000
168,4099901,4127999,4042128,4042128,99.8057,1610064000000
169,4041461,4060000,3941598,4029997,211.7873,1610067600000
170,4029309,4029996,3801540,3871224,340.3007,1610071200000
171,3871713,4012000,3866004,3999974,140.3419,1610074800000
172,3998123,4047999,3979481,4025752,110.4229,1610078400000
173,4025752,4025753,3936902,3941510,86.8004,1610082000000
174,3945698,4009812,3900000,3998137,88.8927,1610085600000
175,3998132,4059563,3981656,4044612,61.2824,1610089200000
176,4042817,4048000,3987902,4013990,51.7514,1610092800000
177,4015422,4083583,3972371,4083583,77.0014,1610096400000
178,4083582,4279863,4075044,4235568,306.1142,1610100000000
179,4234910,4310000,4204641,4284393,281.2651,1610103600000
180,4284540,4343167,4244512,4280000,285.8275,1610107200000
181,4280000,4311869,4213607,4282040,166.9546,1610110800000
182,4282041,4305000,4250930,4304995,77.0546,1610114400000
183,4304984,4355693,4150000,4239288,343.5052,1610118000000
184,4239294,4310000,4196002,4285097,67.5429,1610121600000
185,4289578,4307500,4250005,4260405,34.8922,1610125200000
186,4263379,4273076,4145001,4152252,80.9182,1610128800000
187,4152247,4228286,4152247,4197001,40.9638,1610132400000
188,4197001,4206664,4060000,4066829,147.4424,1610136000000
189,4066822,4175002,4025997,4172878,108.9900,1610139600000
190,4172878,4249823,4143888,4240000,82.6282,1610143200000
191,4240001,4264433,4221729,4231999,51.4446,1610146800000
192,4232998,4265483,4167236,4195086,74.1800,1610150400000
193,4193695,4197043,4142692,4180250,68.2120,1610154000000
194,4180250,4218123,4117364,4165235,64.1065,1610157600000
195,4165235,4205000,4144000,4194376,47.9403,1610161200000
196,4193377,4211994,4121111,4191222,74.6802,1610164800000
197,4187442,4187442,4093363,4098110,83.8690,1610168400000
198,4098109,4137718,4060370,4069761,128.6310,1610172000000
199,4068523,4143266,4050000,4133099,101.6060,1610175600000
200,4133100,4196000,4100888,4186580,75.1751,1610179200000
201,4186580,4250000,4186580,4198537,149.4654,1610182800000
202,4198530,4249000,4174430,4203000,103.0143,1610186400000
203,4203000,4284498,4195009,4227001,147.6868,1610190000000
204,4229819,4265000,4213843,4255555,78.2933,1610193600000
205,4255555,4288000,4240002,4273590,89.9568,1610197200000
206,4275286,4306605,4241327,4250315,86.0826,1610200800000
207,4250000,4265069,4192003,4219707,82.7153,1610204400000
208,4219449,4227202,4153000,4157274,49.3368,1610208000000
209,4158483,4220999,4158483,4207265,59.9556,1610211600000
210,4207777,4239123,4207777,4220360,51.6910,1610215200000
211,4222538,4242154,4206952,4224681,15.1085,1610218800000
212,4224681,4233857,4165845,4212754,49.2356,1610222400000
213,4215728,4232000,4202395,4228460,33.0465,1610226000000
214,4232323,4232323,4180000,4191116,32.7838,1610229600000
215,4193687,4205812,4164000,4176336,57.1647,1610233200000
216,4177515,4230000,4177515,4218879,58.3939,1610236800000
217,4218876,4298499,4208329,4278697,97.5338,1610240400000
218,4278697,4278697,4247819,4261630,52.9826,1610244000000
219,4261630,4265892,4202025,4208458,55.3226,1610247600000
220,4207886,4236805,4190000,4216604,45.1592,1610251200000
221,4214330,4240000,4205997,4220332,30.6003,1610254800000
222,4220332,4275554,4214570,4260064,56.3345,1610258400000
223,4261738,4272000,4240172,4269784,49.8001,1610262000000
224,4269975,4279000,4234032,4254065,46.3529,1610265600000
225,4254066,4275976,4249000,4250304,39.9101,1610269200000
226,4250304,4255000,4171290,4219561,124.4675,1610272800000
227,4219561,4219561,4068001,4098568,282.5527,1610276400000
228,4098568,4163031,4027000,4134578,194.0646,1610280000000
229,4131555,4186599,4128633,4154998,67.6653,1610283600000
230,4154999,4154999,4093730,4107818,48.1962,1610287200000
231,4107391,4155555,4070365,4136686,63.2227,1610290800000
232,4134317,4139764,4080000,4082000,33.8659,1610294400000
233,4082001,4094024,3886500,4028474,341.5597,1610298000000
234,4027965,4047919,3922531,3959999,86.0908,1610301600000
235,3960000,4002524,3866800,3895871,77.1974,1610305200000
236,3894994,3947100,3666001,3946745,327.3874,1610308800000
237,3948418,4049999,3920001,3972303,109.1501,1610312400000
238,3970901,4076121,3950840,4016777,84.7080,1610316000000
239,4016771,4038477,3956261,3985007,71.0024,1610319600000
240,3984738,3992791,3800000,3855000,177.3775,1610323200000
241,3855000,3930000,3801943,3869713,116.5428,1610326800000
242,3868930,3883000,3742000,3770147,177.0111,1610330400000
243,3766281,3797880,3475009,3691820,736.8833,1610334000000
244,3691820,3754321,3573184,3696632,366.8907,1610337600000
245,3694949,3730000,3598500,3632510,209.2373,1610341200000
246,3632510,3632511,3356863,3398000,440.1724,1610344800000
247,3398001,3617318,3362347,3572429,435.0410,1610348400000
248,3572413,3760000,3543137,3700226,308.6392,1610352000000
249,3700501,3723493,3624648,3723250,160.0610,1610355600000
250,3723250,3786690,3680002,3688648,158.6398,1610359200000
251,3690821,3698971,3540003,3554319,210.0829,1610362800000
252,3553283,3649870,3468000,3558444,269.3840,1610366400000
253,3559999,3579869,3410000,3410053,320.5401,1610370000000
254,3410001,3510000,3210000,3460000,729.0023,1610373600000
255,3460000,3500002,3254074,3275454,295.7505,1610377200000
256,3275452,3338269,3130506,3290005,517.3490,1610380800000
257,3292509,3479987,3153000,3397133,282.9270,1610384400000
258,3397136,3447999,3366329,3376870,105.4362,1610388000000
259,3376575,3393539,3231024,3331335,103.4921,1610391600000
260,3329390,3429997,3255007,3427954,133.6711,1610395200000
261,3429998,3568000,3383448,3529620,226.0478,1610398800000
262,3531438,3624494,3463576,3578851,205.4745,1610402400000
263,3578841,3725000,3578841,3710528,213.6813,1610406000000
264,3710533,3714997,3579713,3645284,177.5088,1610409600000
265,3645283,3696987,3529368,3565000,150.8504,1610413200000
266,3564999,3605556,3509348,3579553,118.5880,1610416800000
267,3579552,3650000,3562846,3645760,104.4118,1610420400000
268,3645760,3680002,3601134,3680002,121.1448,1610424000000
269,3680002,3734988,3648590,3734988,147.3792,1610427600000
270,3734987,3800000,3723670,3763974,203.4359,1610431200000
271,3763974,3820832,3717508,3801850,152.5683,1610434800000
272,3801850,3820000,3718021,3733112,122.5126,1610438400000
273,3731237,3761683,3700032,3741538,99.3997,1610442000000
274,3740206,3754999,3608598,3645577,191.4421,1610445600000
275,3648349,3723456,3647588,3675652,94.5865,1610449200000
276,3675662,3704000,3625601,3639516,108.7172,1610452800000
277,3639516,3670000,3450040,3450041,228.2837,1610456400000
278,3450040,3536134,3360000,3470066,257.8611,1610460000000
279,3474945,3563881,3472222,3513910,139.3730,1610463600000
280,3511510,3622506,3511509,3622506,93.7930,1610467200000
281,3623835,3655997,3584225,3625270,65.6123,1610470800000
282,3626146,3678482,3602803,3619317,34.6546,1610474400000
283,3619555,3619555,3530542,3583071,24.4937,1610478000000
284,3581622,3581622,3490000,3538490,55.3180,1610481600000
285,3543000,3604559,3500000,3588686,58.7360,1610485200000
286,3588686,3621968,3453036,3489921,76.3367,1610488800000
287,3489920,3528000,3451144,3525000,105.1412,1610492400000
288,3524995,3524995,3350987,3353738,189.4268,1610496000000
289,3357443,3430125,3357443,3425598,112.4678,1610499600000
290,3420871,3466543,3370001,3416398,117.7130,1610503200000
291,3418178,3548568,3416231,3483428,144.0997,1610506800000
292,3483428,3492506,3420000,3425692,84.1890,1610510400000
293,3425693,3459506,3391083,3439999,87.1138,1610514000000
294,3439999,3543348,3433572,3497284,147.4069,1610517600000
295,3499912,3638622,3496026,3621050,169.0707,1610521200000
296,3621063,3628554,3565710,3577150,89.6283,1610524800000
297,3577150,3640000,3546567,3561393,90.7321,1610528400000
298,3563000,3632000,3563000,3622793,100.1811,1610532000000
299,3624962,3665829,3562510,3574595,175.0648,1610535600000
300,3572892,3586390,3540006,3554998,119.7189,1610539200000
301,3553753,3600000,3534419,3583755,77.1772,1610542800000
302,3582882,3632334,3547874,3550432,85.1869,1610546400000
303,3552003,3613157,3547022,3593000,80.2762,1610550000000
304,3595533,3618186,3572504,3604972,31.4229,1610553600000
305,3604988,3623998,3585308,3608663,43.2928,1610557200000
306,3607600,3709865,3597975,3686000,81.1814,1610560800000
307,3686000,3747127,3682845,3732726,62.7909,1610564400000
308,3732522,3775033,3691092,3750000,95.7252,1610568000000
309,3752378,3875743,3742024,3866981,157.2161,1610571600000
310,3867985,3918898,3823336,3862270,193.1501,1610575200000
311,3862273,3907318,3850922,3888893,97.3639,1610578800000
312,3888893,3980000,3888893,3934529,190.5668,1610582400000
313,3936799,3937357,3880000,3892125,110.2463,1610586000000
314,3891555,3914999,3850003,3890222,124.5450,1610589600000
315,3890563,3893271,3840000,3850657,120.8560,1610593200000
316,3850001,3895000,3812015,3895000,93.5042,1610596800000
317,3894999,3926343,3877971,3907623,64.0661,1610600400000
318,3907305,3960000,3896312,3939152,103.7039,1610604000000
319,3938901,4013108,3928770,3983136,194.4608,1610607600000
320,3981828,4039393,3980942,4003000,103.9071,1610611200000
321,4003000,4005535,3940001,3944000,111.0644,1610614800000
322,3944000,3997729,3942632,3997729,84.3436,1610618400000
323,3997729,4010000,3960000,3986001,73.6016,1610622000000
324,3986853,3993994,3927134,3980464,90.1660,1610625600000
325,3980444,4051592,3969615,4051530,163.9094,1610629200000
326,4050009,4135000,4035000,4122378,212.0417,1610632800000
327,4122000,4157483,4085559,4093065,183.4197,1610636400000
328,4093871,4134000,4056006,4057146,102.3220,1610640000000
329,4059872,4119991,4059872,4073209,34.5709,1610643600000
330,4073210,4092846,4063521,4071008,36.8554,1610647200000
331,4070474,4127343,4070474,4124902,17.3480,1610650800000
332,4124980,4130253,4074000,4074010,32.1896,1610654400000
333,4074010,4084882,3950001,4021779,136.0082,1610658000000
334,4021780,4049501,3969000,4040007,67.7829,1610661600000
335,4040394,4070000,4018288,4055360,60.9956,1610665200000
336,4057472,4109998,4046541,4087964,84.1894,1610668800000
337,4087809,4098263,4033135,4045000,64.5064,1610672400000
338,4044999,4083929,4016607,4064100,61.9484,1610676000000
339,4064000,4070586,3982845,4007772,102.5314,1610679600000
340,4006175,4016910,3969999,3981112,75.8585,1610683200000
341,3981342,4021740,3913090,3913090,102.5573,1610686800000
342,3914895,3945516,3890000,3938012,130.1986,1610690400000
343,3938811,3981032,3910924,3980000,70.2643,1610694000000
344,3980000,3999237,3952961,3967663,57.9997,1610697600000
345,3966780,4002998,3943105,4002981,70.6984,1610701200000
346,4002981,4011764,3968467,3977709,52.5185,1610704800000
347,3977709,3986177,3915000,3934988,90.3457,1610708400000
348,3934988,3944000,3835889,3900000,150.6113,1610712000000
349,3900000,3900000,3850001,3887999,99.6852,1610715600000
350,3887901,3899999,3784999,3817031,146.2129,1610719200000
351,3820960,3820960,3642000,3679779,209.9966,1610722800000
352,3678013,3770981,3566789,3755500,330.3515,1610726400000
353,3755235,3755235,3676500,3736008,79.6294,1610730000000
354,3734834,3779316,3621763,3679001,70.5696,1610733600000
355,3685626,3731262,3653378,3655002,43.5269,1610737200000
356,3656673,3713241,3621098,3698910,69.3495,1610740800000
357,3698910,3799999,3698474,3780855,87.2521,1610744400000
358,3780854,3842000,3751458,3817501,87.7114,1610748000000
359,3817499,3845023,3792780,3832075,55.7302,1610751600000
360,3837084,3900000,3832980,3872308,100.5117,1610755200000
361,3872300,3919245,3843081,3848553,138.1918,1610758800000
362,3848552,3869689,3745176,3758472,84.3836,1610762400000
363,3756945,3805554,3740002,3796936,74.3133,1610766000000
364,3796936,3810000,3757505,3799005,42.1000,1610769600000
365,3799547,3806403,3695994,3729744,74.0110,1610773200000
366,3729744,3778879,3728156,3750000,49.9668,1610776800000
367,3754153,3839000,3751666,3803419,67.9495,1610780400000
368,3802821,3890035,3781419,3888330,76.1836,1610784000000
369,3888063,3900000,3861484,3883478,51.8825,1610787600000
370,3883479,3938991,3872768,3884000,91.4957,1610791200000
371,3883890,3920000,3856849,3904000,86.2856,1610794800000
372,3904000,3923505,3810210,3870509,131.4055,1610798400000
373,3870509,3900000,3841800,3848617,67.5352,1610802000000
374,3848769,3864000,3801000,3852108,69.6708,1610805600000
375,3854792,3909699,3833886,3880000,67.3879,1610809200000
376,3880000,3908687,3832001,3858032,49.0386,1610812800000
377,3859580,3865686,3824000,3830000,20.8348,1610816400000
378,3829717,3852294,3785454,3791839,28.5686,1610820000000
379,3790274,3799277,3760000,3776553,36.6311,1610823600000
380,3776544,3818968,3765004,3808725,24.3658,1610827200000
381,3808726,3809889,3710000,3732272,44.8166,1610830800000
382,3729797,3763968,3680747,3756000,81.3084,1610834400000
383,3756000,3790000,3739999,3747000,45.8061,1610838000000
384,3745998,3787508,3700000,3781050,56.7866,1610841600000
385,3781044,3811668,3760755,3811668,37.4344,1610845200000
386,3811667,3813480,3767655,3784473,41.1942,1610848800000
387,3784939,3794418,3742393,3761957,22.6204,1610852400000
388,3762477,3779958,3728002,3730001,25.3907,1610856000000
389,3730001,3740000,3690000,3690935,82.5773,1610859600000
390,3692607,3712013,3650000,3678744,112.5571,1610863200000
391,3679127,3693564,3596946,3616852,115.0098,1610866800000
392,3617336,3619688,3568600,3604385,162.1693,1610870400000
393,3604513,3659074,3535001,3547890,152.7745,1610874000000
394,3548062,3639020,3515995,3623787,131.1441,1610877600000
395,3622585,3687415,3614047,3678158,115.1188,1610881200000
396,3678162,3702834,3640692,3650000,102.3476,1610884800000
397,3650157,3686839,3614992,3617506,63.4667,1610888400000
398,3617507,3657505,3603724,3612507,62.3062,1610892000000
399,3612192,3729995,3612184,3709393,92.6335,1610895600000
400,3709439,3747478,3698087,3720833,41.2930,1610899200000
401,3722703,3743642,3687212,3703413,47.2354,1610902800000
402,3705908,3716195,3680525,3692507,26.6477,1610906400000
403,3693824,3721758,3680556,3688837,19.4071,1610910000000
404,3688838,3733817,3682501,3728838,13.5485,1610913600000
405,3730184,3801300,3730184,3780657,53.9057,1610917200000
406,3784000,3797069,3736297,3743130,56.5259,1610920800000
407,3744981,3769870,3700001,3717048,45.6908,1610924400000
408,3713755,3730127,3690989,3730127,34.3554,1610928000000
409,3730124,3739999,3690990,3739400,37.9716,1610931600000
410,3739400,3749095,3701383,3708096,41.6551,1610935200000
411,3708085,3714704,3619826,3640039,101.2330,1610938800000
412,3642598,3663996,3625107,3645289,48.9581,1610942400000
413,3645288,3677702,3610001,3670000,33.6498,1610946000000
414,3668614,3675000,3642753,3649870,29.6864,1610949600000
415,3652086,3755922,3650076,3741597,66.8222,1610953200000
416,3742975,3776356,3741379,3753194,44.0883,1610956800000
417,3752528,3798761,3752528,3790000,97.5032,1610960400000
418,3789762,3798874,3744001,3756186,48.0132,1610964000000
419,3755771,3784997,3710001,3775002,47.0953,1610967600000
420,3775002,3880071,3775000,3834611,228.0377,1610971200000
421,3834611,3850000,3804999,3809800,75.5617,1610974800000
422,3809801,3828000,3740309,3773003,78.0410,1610978400000
423,3773892,3789904,3747000,3772883,51.2125,1610982000000
424,3774201,3788037,3718231,3749507,36.0257,1610985600000
425,3752148,3755000,3675388,3700001,47.4106,1610989200000
426,3700423,3721526,3687327,3711620,22.9431,1610992800000
427,3711634,3739993,3707083,3732365,11.6119,1610996400000
428,3732325,3773220,3720000,3747510,26.4815,1611000000000
429,3748252,3769000,3736312,3760905,19.6734,1611003600000
430,3762793,3794874,3760476,3790000,32.9334,1611007200000
431,3791110,3818899,3770792,3804000,58.0623,1611010800000
432,3804000,3832000,3780000,3809999,50.5219,1611014400000
433,3808482,3878888,3805746,3836681,119.9580,1611018000000
434,3836680,3847369,3811041,3834999,54.2983,1611021600000
435,3834998,3837117,3791217,3792002,54.2118,1611025200000
436,3793644,3807655,3770000,3772787,48.1664,1611028800000
437,3772787,3800000,3764956,3771008,54.2133,1611032400000
438,3771008,3824994,3760000,3811391,79.7000,1611036000000
439,3811387,3870000,3801885,3865834,68.2848,1611039600000
440,3864869,3899458,3837982,3869500,131.2704,1611043200000
441,3869500,3891662,3844647,3853742,78.7600,1611046800000
442,3853742,3878863,3827777,3856254,62.1748,1611050400000
443,3856950,3875800,3834200,3875800,88.0157,1611054000000
444,3875800,3898277,3812933,3830000,100.6988,1611057600000
445,3830000,3866278,3830000,3863640,64.9137,1611061200000
446,3863637,3880000,3849010,3859428,78.2289,1611064800000
447,3859428,3890000,3844000,3883580,67.4036,1611068400000
448,3884647,3934971,3878309,3884994,83.8720,1611072000000
449,3884862,3900007,3853231,3869981,27.0378,1611075600000
450,3868698,3868698,3799999,3800000,38.6968,1611079200000
451,3800001,3820094,3756024,3778190,46.1587,1611082800000
452,3776001,3805379,3760481,3801846,35.3507,1611086400000
453,3801846,3833929,3794025,3805000,44.0648,1611090000000
454,3805001,3831730,3795000,3822001,28.6707,1611093600000
455,3822001,3828165,3740000,3742997,50.0842,1611097200000
456,3742995,3791617,3720000,3787066,77.3092,1611100800000
457,3786848,3793141,3750187,3761545,49.3129,1611104400000
458,3760786,3760786,3722506,3749000,56.0614,1611108000000
459,3749000,3752000,3650901,3653557,134.3132,1611111600000
460,3652861,3691000,3624788,3675011,110.2601,1611115200000
461,3675010,3697480,3670001,3694319,52.6307,1611118800000
462,3694314,3709269,3665000,3672999,46.0928,1611122400000
463,3672999,3731743,3672416,3716932,56.9444,1611126000000
464,3718706,3740000,3685421,3694691,47.6787,1611129600000
465,3694750,3700997,3600050,3629074,119.7889,1611133200000
466,3624648,3655000,3580062,3626090,125.9413,1611136800000
467,3626395,3637892,3550001,3586976,129.5219,1611140400000
468,3586799,3625128,3531638,3617017,145.2308,1611144000000
469,3617020,3640058,3564678,3636500,74.2284,1611147600000
470,3637424,3664590,3630102,3633179,69.0148,1611151200000
471,3634590,3647213,3545339,3554454,76.5680,1611154800000
472,3556171,3608989,3482523,3608989,180.8442,1611158400000
473,3608988,3640870,3596109,3623499,39.9166,1611162000000
474,3623160,3660000,3618534,3660000,32.0771,1611165600000
475,3660000,3664999,3625758,3652010,27.7569,1611169200000
476,3656325,3666528,3610519,3631449,18.5212,1611172800000
477,3631449,3644162,3585670,3624277,27.8024,1611176400000
478,3623092,3646245,3610397,3635071,35.9967,1611180000000
479,3634951,3703472,3618736,3687576,93.3015,1611183600000
480,3689009,3697999,3646990,3669165,50.6859,1611187200000
