,Open,High,Low,Close,Volume,Unix Time
70,3006024,3006029,2993006,2999008,6.0554,1609522200000
71,2999008,2999008,2980101,2991005,10.4828,1609523100000
72,2990005,3009994,2981370,3003220,9.2067,1609524000000
73,3003900,3003900,2984587,2985996,4.6191,1609524900000
74,2985001,2989957,2973843,2974999,14.1635,1609525800000
75,2974735,2994220,2960000,2991975,19.6937,1609526700000
76,2991970,2991970,2981048,2987008,6.0022,1609527600000
77,2985007,2995000,2984942,2992000,4.2591,1609528500000
78,2992000,2992100,2988000,2992002,1.1429,1609529400000
79,2992002,2995000,2987680,2987978,2.6057,1609530300000
80,2987986,2997718,2973827,2997718,7.2869,1609531200000
81,2997718,3006610,2997718,3006347,9.2204,1609532100000
82,3005495,3006664,3001222,3003003,4.3045,1609533000000
83,3002316,3010000,3001220,3005405,3.1490,1609533900000
84,3005404,3006167,3001886,3003003,1.3678,1609534800000
85,3003325,3006000,3001220,3005382,1.7944,1609535700000
86,3005382,3008673,3002096,3003301,13.6001,1609536600000
87,3003301,3003301,2996033,2996033,4.1000,1609537500000
88,2997987,3001136,2992635,3001136,2.2260,1609538400000
89,3002009,3008958,3002009,3008095,1.6549,1609539300000
90,3008082,3010000,3003338,3009966,4.5924,1609540200000
91,3008409,3009371,3003705,3006004,2.0699,1609541100000
92,3006603,3009044,3005798,3008002,3.3678,1609542000000
93,3008001,3011002,3004993,3008000,2.6320,1609542900000
94,3008001,3012998,3008000,3009248,6.2195,1609543800000
95,3009247,3013895,3007948,3013895,3.6955,1609544700000
96,3013895,3013895,3005000,3013587,12.7348,1609545600000
97,3013318,3013318,2987999,2989007,15.5232,1609546500000
98,2991142,3005399,2990728,3005000,5.6294,1609547400000
99,3004999,3007408,3000436,3007408,9.8960,1609548300000
100,3007409,3007562,2999500,2999500,3.2715,1609549200000
101,2999988,3008461,2999988,3006429,5.5590,1609550100000
102,3006450,3018468,3006450,3018455,17.5286,1609551000000
103,3018455,3019784,3014111,3017223,11.3318,1609551900000
104,3017222,3019784,3014378,3017804,4.2665,1609552800000
105,3017994,3023000,3016035,3017004,7.8568,1609553700000
106,3018004,3019734,3015000,3017634,5.4074,1609554600000
107,3017008,3017008,3012973,3013632,7.6396,1609555500000
108,3014443,3018000,3011740,3017999,8.1438,1609556400000
109,3018000,3018209,3015001,3016005,3.9749,1609557300000
110,3016008,3016885,3012210,3012777,5.7235,1609558200000
111,3012777,3018173,3012776,3018172,2.6244,1609559100000
112,3018209,3018209,3008256,3010191,6.3343,1609560000000
113,3011100,3015001,3009382,3013500,2.4344,1609560900000
114,3013500,3019450,3011001,3019000,5.4537,1609561800000
115,3019093,3019896,3017206,3017336,5.6199,1609562700000
116,3017336,3024000,3017336,3022533,11.6027,1609563600000
117,3022532,3027999,3021117,3027668,10.7040,1609564500000
118,3027667,3030000,3026000,3028199,11.0135,1609565400000
119,3027040,3030000,3027040,3029999,12.5161,1609566300000
120,3029999,3033333,3021985,3033333,15.3571,1609567200000
121,3033333,3038000,3028013,3037809,9.3754,1609568100000
122,3037997,3039900,3032061,3037456,18.4007,1609569000000
123,3037456,3044000,3037227,3044000,29.0174,1609569900000
124,3043999,3055000,3043999,3055000,34.6462,1609570800000
125,3055000,3058705,3045844,3050007,21.6692,1609571700000
126,3051764,3051999,3039999,3050000,15.1712,1609572600000
127,3050000,3060000,3050000,3055651,16.0956,1609573500000
128,3055564,3060000,3050000,3054000,24.4149,1609574400000
129,3053999,3059000,3048785,3052002,13.7254,1609575300000
130,3051013,3059000,3046000,3057010,11.1469,1609576200000
131,3057553,3067787,3057553,3067787,36.2663,1609577100000
132,3067786,3068899,3058368,3058631,20.7342,1609578000000
133,3058631,3064825,3056134,3056135,16.7041,1609578900000
134,3056134,3060804,3050055,3060069,16.8358,1609579800000
135,3060453,3071208,3045282,3047183,33.8342,1609580700000
136,3047351,3057003,3034698,3053197,25.2452,1609581600000
137,3054000,3065000,3054000,3059144,14.7109,1609582500000
138,3059144,3059887,3053040,3053040,5.6051,1609583400000
139,3053289,3057006,3050000,3050002,6.8548,1609584300000
140,3050255,3058005,3050013,3057000,5.7746,1609585200000
141,3057000,3057001,3046991,3049007,10.8936,1609586100000
142,3049006,3053938,3046971,3053938,7.2374,1609587000000
143,3053938,3057039,3053938,3056277,4.5751,1609587900000
144,3056976,3066200,3055536,3065006,12.2194,1609588800000
145,3065055,3100000,3056098,3098047,98.2934,1609589700000
146,3098916,3154761,3090088,3154761,110.8580,1609590600000
147,3150624,3176983,3130000,3144191,157.8683,1609591500000
148,3144003,3167907,3135335,3159832,69.8272,1609592400000
149,3159838,3177777,3159838,3169998,84.7109,1609593300000
150,3169998,3232205,3165001,3223953,147.9934,1609594200000
151,3224753,3240000,3180000,3240000,93.4166,1609595100000
152,3241457,3245897,3214483,3218003,82.2871,1609596000000
153,3215560,3219999,3180020,3189414,72.5358,1609596900000
154,3190494,3205576,3185003,3192999,43.9060,1609597800000
155,3192999,3216958,3192998,3213586,28.9307,1609598700000
156,3214976,3221999,3200000,3208376,28.9049,1609599600000
157,3207008,3218000,3200894,3217920,20.0687,1609600500000
158,3216001,3249243,3213000,3245001,26.5596,1609601400000
159,3245001,3253344,3235358,3251872,60.0457,1609602300000
160,3251869,3319983,3251869,3286739,145.1403,1609603200000
161,3286739,3335990,3275395,3324633,96.7578,1609604100000
162,3324655,3397265,3323339,3343998,145.4075,1609605000000
163,3342000,3363640,3272009,3338000,147.9066,1609605900000
164,3338000,3352998,3328062,3350000,58.4492,1609606800000
165,3350009,3365003,3350009,3350424,34.5229,1609607700000
166,3351672,3360000,3340534,3359090,30.1829,1609608600000
167,3359094,3388389,3359094,3380776,32.5106,1609609500000
168,3380774,3385000,3335214,3349860,40.8083,1609610400000
169,3352394,3366817,3346490,3365550,23.3205,1609611300000
170,3366706,3368834,3355000,3368831,10.4651,1609612200000
171,3368824,3400000,3362968,3382957,35.4675,1609613100000
172,3382956,3395997,3360000,3386222,18.9440,1609614000000
173,3386221,3388998,3372914,3385024,11.3345,1609614900000
174,3385024,3393245,3382518,3387997,14.8045,1609615800000
175,3388000,3396000,3385003,3385016,12.1010,1609616700000
176,3385015,3387213,3310749,3366001,38.2915,1609617600000
177,3366034,3367078,3305001,3313520,32.4140,1609618500000
178,3313510,3328002,3270000,3299990,58.4666,1609619400000
179,3299993,3299993,3155000,3160863,123.6346,1609620300000
180,3160862,3272183,3132000,3233707,179.2212,1609621200000
181,3233709,3278329,3233707,3253122,40.0575,1609622100000
182,3252664,3255215,3220000,3249201,25.9528,1609623000000
183,3249339,3271999,3246001,3256775,20.7548,1609623900000
184,3256776,3256776,3231848,3253218,19.7772,1609624800000
185,3253217,3309621,3253217,3309620,30.7185,1609625700000
186,3309620,3325006,3304123,3316001,34.1314,1609626600000
187,3316000,3324030,3308002,3312513,25.1970,1609627500000
188,3312513,3312513,3260000,3276000,54.6578,1609628400000
189,3276216,3299011,3276216,3288005,20.4047,1609629300000
190,3288005,3296000,3274089,3288950,16.7435,1609630200000
191,3288950,3318819,3287010,3316708,25.4494,1609631100000
192,3316705,3319996,3296338,3305000,27.1704,1609632000000
193,3305001,3313555,3298113,3313555,12.8946,1609632900000
194,3313553,3335000,3313553,3329286,38.1003,1609633800000
195,3329298,3343873,3329298,3343000,25.1968,1609634700000
196,3342009,3344389,3323001,3341001,25.4703,1609635600000
197,3341000,3363744,3340363,3363741,23.1154,1609636500000
198,3364000,3376868,3362788,3363886,31.6267,1609637400000
199,3363886,3378999,3360000,3360005,29.3157,1609638300000
200,3358236,3367507,3356601,3363004,23.1531,1609639200000
201,3363001,3375997,3358845,3373857,24.1022,1609640100000
202,3373857,3379728,3368822,3372332,17.5487,1609641000000
203,3374964,3376000,3364841,3365773,15.1770,1609641900000
204,3365772,3365773,3350000,3350000,20.9295,1609642800000
205,3350000,3353499,3343305,3347626,17.4500,1609643700000
206,3347626,3347626,3325000,3340261,37.4899,1609644600000
207,3340261,3353998,3333919,3347887,18.5360,1609645500000
208,3349255,3360000,3347741,3353000,18.2540,1609646400000
209,3353001,3353001,3334885,3344000,19.8294,1609647300000
210,3344999,3360251,3344999,3360251,16.6617,1609648200000
211,3360022,3400000,3360022,3400000,45.4814,1609649100000
212,3400000,3498723,3390341,3481000,177.6295,1609650000000
213,3481001,3495000,3465000,3487998,63.6065,1609650900000
214,3487999,3500000,3470000,3485007,81.8481,1609651800000
215,3485678,3498000,3460000,3469631,39.3702,1609652700000
216,3469626,3498000,3457041,3472538,37.4018,1609653600000
217,3472538,3488461,3472538,3482325,24.5987,1609654500000
218,3482319,3495000,3478111,3491445,27.0962,1609655400000
219,3491921,3495000,3480000,3491499,20.0422,1609656300000
220,3491498,3494000,3474531,3491290,15.9130,1609657200000
221,3491290,3563123,3490251,3561508,131.8792,1609658100000
222,3560006,3583999,3555000,3569894,97.5895,1609659000000
223,3569195,3582000,3501089,3553664,104.5384,1609659900000
224,3553665,3562995,3483556,3509858,117.8565,1609660800000
225,3509858,3550000,3495302,3549204,49.7208,1609661700000
226,3549365,3569737,3538845,3569491,55.8543,1609662600000
227,3569491,3569491,3536082,3542373,32.3001,1609663500000
228,3543948,3557000,3511111,3521999,55.7036,1609664400000
229,3522000,3530000,3491300,3502085,48.5712,1609665300000
230,3502085,3519103,3488300,3505374,34.1066,1609666200000
231,3505722,3523839,3500000,3519789,27.3607,1609667100000
232,3519790,3534468,3500000,3505999,27.5476,1609668000000
233,3508000,3508518,3427150,3463999,82.2284,1609668900000
234,3463999,3495488,3450105,3490003,36.6602,1609669800000
235,3490003,3510836,3481999,3487600,42.3549,1609670700000
236,3487600,3515998,3480034,3508119,27.9766,1609671600000
237,3508612,3514643,3480000,3489282,35.8426,1609672500000
238,3489283,3509825,3482206,3505001,21.5661,1609673400000
239,3505001,3540001,3505000,3540001,39.0428,1609674300000
240,3540000,3556001,3520760,3544998,48.2389,1609675200000
241,3544999,3548888,3517002,3520029,28.3281,1609676100000
242,3520459,3529600,3492275,3506532,32.3991,1609677000000
243,3506541,3514999,3498005,3505289,12.7778,1609677900000
244,3506797,3530531,3506797,3530531,11.5823,1609678800000
245,3530530,3533384,3515004,3519402,23.2088,1609679700000
246,3518294,3519393,3485000,3507991,44.6821,1609680600000
247,3506489,3513000,3480000,3483050,53.9470,1609681500000
248,3483050,3506205,3460000,3499998,31.8542,1609682400000
249,3499998,3508963,3487999,3493265,27.1252,1609683300000
250,3493265,3504395,3480000,3487112,31.8419,1609684200000
251,3487769,3487785,3427003,3477157,68.1768,1609685100000
252,3481145,3482268,3418790,3432242,50.1962,1609686000000
253,3430000,3446144,3352000,3364935,77.1012,1609686900000
254,3365007,3443999,3350000,3432001,100.1045,1609687800000
255,3434624,3464831,3432001,3451151,35.8171,1609688700000
256,3451151,3485138,3451151,3463999,30.5905,1609689600000
257,3463999,3469815,3434002,3440386,22.1979,1609690500000
258,3440386,3445358,3406934,3408001,26.2891,1609691400000
259,3412016,3415278,3352121,3358118,50.5612,1609692300000
260,3358119,3390004,3322000,3343996,61.8885,1609693200000
261,3340000,3400000,3336001,3392503,32.2970,1609694100000
262,3391205,3402419,3365000,3387167,20.8850,1609695000000
263,3385893,3407253,3374993,3375101,13.9212,1609695900000
264,3377032,3385001,3352001,3378999,13.3795,1609696800000
265,3379000,3379601,3322591,3335001,16.7692,1609697700000
266,3333001,3349003,3303304,3338997,31.5373,1609698600000
267,3338992,3355625,3330370,3355625,5.5047,1609699500000
268,3351880,3381160,3342285,3362441,14.2431,1609700400000
269,3362476,3379410,3333335,3339394,14.3821,1609701300000
270,3339394,3350574,3324001,3325000,11.3511,1609702200000
271,3324993,3350574,3324000,3350500,6.1872,1609703100000
272,3350500,3415000,3350022,3415000,19.8711,1609704000000
273,3415000,3467085,3412000,3456003,24.8039,1609704900000
274,3456007,3475247,3446003,3450037,11.5535,1609705800000
275,3454000,3469016,3441000,3461797,10.0462,1609706700000
276,3466147,3473439,3445000,3453500,13.1876,1609707600000
277,3453500,3460000,3444183,3460000,6.1139,1609708500000
278,3457092,3463599,3450005,3463599,10.8420,1609709400000
279,3463000,3463599,3445603,3446841,5.9950,1609710300000
280,3446841,3448020,3406000,3413901,22.3151,1609711200000
281,3413890,3450000,3412000,3437500,18.0303,1609712100000
282,3437500,3450963,3400000,3412004,23.4274,1609713000000
283,3416041,3421968,3389792,3398957,26.0803,1609713900000
284,3398948,3430000,3380000,3429999,28.4703,1609714800000
285,3430000,3449842,3419997,3449578,20.0331,1609715700000
286,3446601,3455000,3440000,3440000,28.1148,1609716600000
287,3440000,3440000,3376126,3406033,54.6740,1609717500000
288,3406034,3411994,3372000,3377692,26.2847,1609718400000
289,3377931,3415002,3376193,3377386,24.7269,1609719300000
290,3378064,3380002,3342823,3361205,37.9342,1609720200000
291,3361583,3384030,3361200,3380270,14.5749,1609721100000
292,3381706,3391518,3371690,3375578,14.0189,1609722000000
293,3374428,3383755,3360685,3365497,17.8208,1609722900000
294,3366344,3409804,3360000,3407000,26.2088,1609723800000
295,3406999,3433084,3406999,3415576,28.3355,1609724700000
296,3415575,3429000,3405003,3418671,25.4404,1609725600000
297,3418671,3418671,3402194,3407096,8.7549,1609726500000
298,3408042,3412495,3396168,3410698,6.9780,1609727400000
299,3410705,3455926,3410705,3444428,35.5571,1609728300000
300,3444427,3447987,3436002,3436002,10.9509,1609729200000
301,3437325,3446489,3431064,3431440,16.0129,1609730100000
302,3432764,3435000,3424999,3428447,22.8821,1609731000000
303,3428445,3449500,3414675,3449500,23.8300,1609731900000
304,3449499,3459450,3440717,3450000,37.2523,1609732800000
305,3448747,3451000,3433000,3436264,15.8236,1609733700000
306,3436030,3440604,3430000,3432763,17.6993,1609734600000
307,3432764,3440004,3430000,3431319,9.4339,1609735500000
308,3430823,3435517,3414756,3428913,20.4323,1609736400000
309,3426993,3440000,3425504,3434471,26.6963,1609737300000
310,3434470,3440000,3409193,3413180,22.4182,1609738200000
311,3413184,3418032,3390000,3391584,48.1605,1609739100000
312,3391504,3418015,3391502,3417632,34.4435,1609740000000
313,3417631,3448483,3415111,3436597,39.9340,1609740900000
314,3436607,3438820,3415110,3416584,26.4463,1609741800000
315,3416584,3432495,3406261,3428556,33.7777,1609742700000
316,3428909,3432381,3389735,3391584,42.4852,1609743600000
317,3392651,3400000,3280000,3346923,199.8719,1609744500000
318,3344319,3361338,3300000,3300652,85.3239,1609745400000
319,3300654,3317994,3280014,3302487,62.6380,1609746300000
320,3302485,3351597,3300620,3341698,48.2259,1609747200000
321,3340353,3344729,3300445,3305922,31.7511,1609748100000
322,3305711,3317283,3255000,3255000,65.5027,1609749000000
323,3255930,3291999,3200001,3284988,103.4354,1609749900000
324,3284989,3292998,3228001,3239941,41.0670,1609750800000
325,3235599,3261139,3200000,3201168,62.6230,1609751700000
326,3205125,3205417,3060000,3131075,257.0169,1609752600000
327,3129721,3200006,3081772,3191285,216.1719,1609753500000
328,3191287,3216309,3046797,3046797,224.7119,1609754400000
329,3047997,3047997,2850000,2962324,512.7326,1609755300000
330,2962324,3049989,2938829,3047519,197.0993,1609756200000
331,3048033,3130006,3048033,3117009,200.1488,1609757100000
332,3117009,3130000,3006305,3062852,147.8657,1609758000000
333,3063659,3109617,3035000,3096001,81.8207,1609758900000
334,3096000,3102487,3061016,3102487,48.6754,1609759800000
335,3102484,3174784,3084009,3165222,95.4621,1609760700000
336,3165219,3174858,3132006,3174856,65.3838,1609761600000
337,3174857,3223680,3169438,3201783,141.7078,1609762500000
338,3200003,3230969,3181154,3229151,60.2297,1609763400000
339,3225265,3247000,3199997,3222839,92.0274,1609764300000
340,3222843,3222900,3180170,3187678,63.5234,1609765200000
341,3187654,3211192,3150000,3206472,63.7851,1609766100000
342,3206930,3216000,3180170,3185999,50.3337,1609767000000
343,3185660,3225000,3168351,3225000,39.2659,1609767900000
344,3225000,3270245,3225000,3250000,67.3846,1609768800000
345,3249904,3270005,3249904,3265048,37.3728,1609769700000
346,3265048,3287323,3261501,3287323,24.9456,1609770600000
347,3287323,3320000,3276088,3315090,52.9735,1609771500000
348,3315623,3325000,3286352,3286789,53.4070,1609772400000
349,3286789,3309311,3272722,3309309,39.8646,1609773300000
350,3309170,3309170,3276665,3289489,25.3885,1609774200000
351,3289489,3289490,3257921,3274497,41.4752,1609775100000
352,3274485,3288187,3208781,3217398,47.7816,1609776000000
353,3216894,3233848,3165011,3192467,37.3365,1609776900000
354,3192002,3211989,3160001,3209858,31.2177,1609777800000
355,3209852,3233171,3198004,3224580,16.2746,1609778700000
356,3227633,3243573,3191247,3192037,21.5731,1609779600000
357,3192038,3218998,3184000,3192002,9.3614,1609780500000
358,3192003,3196998,3171001,3171006,9.8993,1609781400000
359,3171002,3192181,3154169,3189320,16.9853,1609782300000
360,3190998,3215718,3190998,3205000,10.1137,1609783200000
361,3205000,3225003,3186266,3225003,7.6456,1609784100000
362,3225689,3227327,3213973,3220000,2.6454,1609785000000
363,3220000,3221000,3198087,3202869,4.4282,1609785900000
364,3202867,3218857,3198760,3199923,0.7959,1609786800000
365,3199926,3231595,3198962,3226980,4.0004,1609787700000
366,3231597,3268921,3229441,3252828,15.2782,1609788600000
367,3254517,3258129,3244000,3251794,6.5212,1609789500000
368,3251793,3265097,3232001,3241821,6.0507,1609790400000
369,3241060,3251217,3220007,3222275,4.6424,1609791300000
370,3225000,3230580,3213389,3219214,5.5226,1609792200000
371,3219238,3227998,3204392,3208680,3.7240,1609793100000
372,3208674,3235569,3204113,3235568,4.8387,1609794000000
373,3235568,3235568,3180010,3188173,7.7507,1609794900000
374,3187996,3197673,3168602,3172978,11.3484,1609795800000
375,3171238,3188000,3162272,3183400,9.4846,1609796700000
376,3183220,3200000,3174676,3200000,8.5746,1609797600000
377,3200006,3214986,3200000,3210001,13.4115,1609798500000
378,3211956,3224763,3204393,3224625,4.4976,1609799400000
379,3224624,3224999,3212438,3215970,8.3952,1609800300000
380,3215969,3218652,3203985,3208999,9.4348,1609801200000
381,3208988,3267998,3193221,3260001,18.1474,1609802100000
382,3262568,3280000,3244123,3274157,16.9015,1609803000000
383,3275120,3290000,3267156,3289992,9.6748,1609803900000
384,3290000,3343995,3290000,3343995,54.5252,1609804800000
385,3343995,3345685,3315116,3327928,27.0109,1609805700000
386,3327927,3384998,3321100,3381598,42.5694,1609806600000
387,3381597,3382223,3330000,3335850,37.2617,1609807500000
388,3335850,3346030,3335850,3340983,1.1361,1609808400000
389,3340983,3340983,3340983,3340983,0.0000,1609809300000
390,3340983,3340983,3340983,3340983,0.0000,1609810200000
391,3340983,3340983,3340983,3340983,0.0000,1609811100000
392,3340983,3340983,3340983,3340983,0.0000,1609812000000
393,3346659,3350550,3343743,3350384,8.4224,1609812900000
394,3350382,3350383,3300000,3324757,25.1772,1609813800000
395,3324000,3339994,3320000,3328965,11.3393,1609814700000
396,3330111,3350000,3328970,3348582,13.6778,1609815600000
397,3348581,3348581,3280000,3282508,22.9082,1609816500000
398,3282342,3302518,3244801,3260643,33.5696,1609817400000
399,3262193,3264612,3206210,3212006,65.9747,1609818300000
400,3215723,3247996,3165000,3165001,49.0618,1609819200000
401,3165000,3239258,3136001,3221900,57.7631,1609820100000
402,3223087,3246783,3205434,3240589,20.2388,1609821000000
403,3238612,3243413,3176077,3181667,26.8608,1609821900000
404,3181654,3228153,3177508,3200007,28.2994,1609822800000
405,3200000,3207406,3161568,3187705,22.4115,1609823700000
406,3187706,3213889,3172000,3177812,26.4379,1609824600000
407,3179215,3181351,3090001,3131697,80.1311,1609825500000
408,3134492,3151595,3080000,3094807,52.9271,1609826400000
409,3093462,3139849,3092362,3137493,36.1970,1609827300000
410,3137494,3194096,3137494,3176002,35.1923,1609828200000
411,3179973,3214470,3179632,3203773,21.2064,1609829100000
412,3200685,3219996,3190442,3201304,21.0207,1609830000000
413,3202942,3215000,3182636,3195999,9.2034,1609830900000
414,3195119,3195429,3172976,3194978,10.3600,1609831800000
415,3194940,3194940,3164000,3167332,7.5937,1609832700000
416,3167907,3229988,3167907,3225001,18.5548,1609833600000
417,3225001,3239492,3206858,3210007,25.1635,1609834500000
418,3210006,3220671,3192063,3192063,12.4767,1609835400000
419,3192063,3210973,3192000,3209104,5.3617,1609836300000
420,3210979,3229998,3207178,3223235,11.0743,1609837200000
421,3223234,3232000,3223000,3232000,10.9040,1609838100000
422,3231999,3267458,3231999,3267458,24.5656,1609839000000
423,3267458,3269998,3233963,3240000,20.6712,1609839900000
424,3240000,3251963,3229995,3234708,33.7578,1609840800000
425,3233299,3245267,3231999,3238202,52.8656,1609841700000
426,3239134,3239134,3179606,3207053,46.6932,1609842600000
427,3207070,3224000,3196002,3217116,31.1485,1609843500000
428,3217117,3240997,3217117,3228475,21.5108,1609844400000
429,3228445,3228445,3214823,3224089,18.0706,1609845300000
430,3224089,3248983,3222233,3247759,13.2734,1609846200000
431,3247760,3260000,3238422,3259999,19.9412,1609847100000
432,3260000,3280000,3250008,3265004,25.1656,1609848000000
433,3268000,3290000,3260000,3268882,24.1951,1609848900000
434,3268883,3269722,3253485,3260000,13.1892,1609849800000
435,3263153,3274999,3245000,3245106,16.8049,1609850700000
436,3245107,3268670,3245107,3268670,12.3390,1609851600000
437,3269158,3274667,3256528,3259675,13.5168,1609852500000
438,3259261,3266000,3248215,3263544,10.5149,1609853400000
439,3263999,3264000,3231998,3233223,9.0902,1609854300000
440,3233223,3235609,3200500,3223145,37.2860,1609855200000
441,3223007,3239215,3216736,3235975,19.3560,1609856100000
442,3234710,3275000,3230260,3274993,19.8417,1609857000000
443,3274999,3313843,3268003,3313155,47.7947,1609857900000
444,3313156,3313844,3289774,3292729,42.0269,1609858800000
445,3292729,3311999,3292728,3299999,27.2919,1609859700000
446,3299999,3299999,3275000,3279454,24.1765,1609860600000
447,3278946,3288814,3276872,3285023,9.5369,1609861500000
448,3287253,3299610,3258961,3297873,20.6439,1609862400000
449,3297548,3340001,3297548,3327729,22.9338,1609863300000
450,3327362,3335959,3310956,3320000,15.2024,1609864200000
451,3320054,3323384,3288260,3321028,19.2212,1609865100000
452,3322171,3335330,3313420,3315898,17.2217,1609866000000
453,3315893,3318000,3304002,3305838,12.8979,1609866900000
454,3305405,3318865,3301837,3318865,11.5710,1609867800000
455,3318866,3350000,3318866,3346905,18.7272,1609868700000
456,3348000,3379972,3333980,3379972,23.1917,1609869600000
457,3379693,3380000,3360004,3369500,11.1402,1609870500000
458,3369500,3387455,3358214,3387455,10.0320,1609871400000
459,3387455,3399000,3384058,3398865,7.3603,1609872300000
460,3398945,3410000,3379999,3410000,20.3906,1609873200000
461,3410000,3460000,3405000,3453000,36.9587,1609874100000
462,3455000,3481000,3409069,3429118,39.9585,1609875000000
463,3429790,3468508,3429790,3435324,13.7020,1609875900000
464,3438617,3439996,3400000,3424000,20.4373,1609876800000
465,3424661,3450000,3410158,3450000,18.8537,1609877700000
466,3449999,3470000,3439676,3458427,15.2580,1609878600000
467,3458852,3482706,3447403,3473498,20.0397,1609879500000
468,3476528,3476528,3442961,3460888,15.6740,1609880400000
469,3460000,3464400,3450835,3463001,10.7023,1609881300000
470,3464001,3470000,3454999,3457872,21.0580,1609882200000
471,3456001,3456001,3420371,3445891,29.8813,1609883100000
472,3445891,3488121,3445891,3484000,32.3814,1609884000000
473,3484000,3509960,3480000,3484990,47.6369,1609884900000
474,3484000,3515100,3472860,3505803,31.8859,1609885800000
475,3505827,3507999,3485408,3493451,18.8079,1609886700000
476,3493435,3497576,3470001,3481531,25.3725,1609887600000
477,3480852,3483994,3445890,3457601,20.8366,1609888500000
478,3457602,3474198,3457602,3465272,18.0617,1609889400000
479,3465271,3481505,3450000,3471352,12.2836,1609890300000
480,3472000,3484868,3430001,3459257,23.5720,1609891200000
